SUPPLIER_PART_NUMBER	MANUFACTURER_NAME	MANUFACTURER_PART_NUMBER	SHORT_DESCRIPTION	LONG_DESCRIPTION	NOTES_COMMENTS	CATEGORY_OF_PRODUCT_1	CATEGORY_OF_PRODUCT_2	CATEGORY_OF_PRODUCT_3	RESELLER_BUY_EX	RRP_EX	GOV_BUY_EX	GOV_RETAIL_EX	RESELLER_BUY_INC	RRP_INC	GOV_BUY_INC	GOV_RETAIL_INC	SERIALIZED	AVAILABILITY_M	AVAILABILITY_S	EOR_MARKER	WEIGHT	HEIGHT	WIDTH	LENGTH	TOTAL_AVAILABILITY	EAN	UPC	APN	G_Code	MOQ	MOQ_TYPE
MUF-256BE4/APC	Samsung	MUF-256BE4/APC	Bar Plus USB Drive, Titan Gray, Metallic Chassis, 256GB, USB3.1, Up to 300MB/s, 5 Years Warranty	Bar Plus USB Drive, Titan Gray, Metallic Chassis, 256GB, USB3.1, Up to 300MB/s, 5 Years Warranty		Storage - USB Drive / Memory Card			102.00	153.64			112.20	169.00			NO	0	0	EOR	0.030	0.1	0.1	0.1	0	8801643230678	8801643230678	8801643230678	H8428	1	Minimum Order Quantity
MUF-256DA/APC	Samsung	MUF-256DA/APC	Type-C USB Drive, Blue, 256GB, USB3.1, Transfer Speed up to 400MB/s, 5 Years Warranty	Type-C USB Drive, Blue, 256GB, USB3.1, Transfer Speed up to 400MB/s, 5 Years Warranty		Storage - USB Drive / Memory Card			114.00	171.82			125.40	189.00			NO	0	0	EOR	0.020	2.2	8	8	0	8806092535909	8806092535909	8806092535909	b2653	1	Minimum Order Quantity
MUF-512DA/APC	Samsung	MUF-512DA/APC	Type-C USB Drive, Blue, 512GB, USB3.1, Transfer Speed up to 400MB/s, 5 Years Warranty	Type-C USB Drive, Blue, 512GB, USB3.1, Transfer Speed up to 400MB/s, 5 Years Warranty		Storage - USB Drive / Memory Card			190.00	271.82			209.00	299.00			NO	0	0	EOR	0.050	0.64	1.59	3.37	0	8806095379883	8806095379883	8806095379883	DA00017565	1	Minimum Order Quantity
MUF-64BE3/APC	Samsung	MUF-64BE3/APC	Bar Plus USB Drive, Champagne Silver, Metallic Chassis, 64GB, USB3.1, Up to 200MB/s, 5 Years Warranty	Bar Plus USB Drive, Champagne Silver, Metallic Chassis, 64GB, USB3.1, Up to 200MB/s, 5 Years Warranty		Storage - USB Drive / Memory Card			38.00	53.64			41.80	59.00			NO	11	0	EOR	0.030	0.1	0.1	0.1	11	8801643229382	8801643229382	8801643229382	H8426	1	Minimum Order Quantity
MUF-64BE4/APC	Samsung	MUF-64BE4/APC	Bar Plus USB Drive, Titan Gray, Metallic Chassis, 64GB, USB3.1, Up to 200MB/s, 5 Years Warranty	Bar Plus USB Drive, Titan Gray, Metallic Chassis, 64GB, USB3.1, Up to 200MB/s, 5 Years Warranty		Storage - USB Drive / Memory Card			38.00	53.64			41.80	59.00			NO	0	0	EOR	0.030	0	0	0	0	8801643230739	8801643230739	8801643230739	H8430	1	Minimum Order Quantity
MUF-64DA/APC	Samsung	MUF-64DA/APC	Type-C USB Drive, Blue, 64GB, USB3.1, Transfer Speed up to 300MB/s 5 Years Warranty	Type-C USB Drive, Blue, 64GB, USB3.1, Transfer Speed up to 300MB/s 5 Years Warranty		Storage - USB Drive / Memory Card			44.00	62.73			48.40	69.00			NO	0	0	EOR	0.020	2.2	8	8	0	8806092535886	8806092535886	8806092535886	b2651	1	Minimum Order Quantity
MUQ93FE/A	Apple	MUQ93FE/A	USB-C to Lightning Cable (1m)	USB-C to Lightning Cable (1m)		Smart Device & CE - Accessory			20.50	26.36			22.55	29.00			NO	3	103	EOR	0.040	6.8	1.9	6.8	106			0195949085598	DA00002790	1	Minimum Order Quantity
MUQW3ZA/A	Apple	MUQW3ZA/A	Lightning to USB Cable (1m)	Lightning to USB Cable (1m)		Smart Device & CE - Accessory			20.50	26.36			22.55	29.00			NO	0	0	EOR	0.040	6.9	1.9	6.8	0			0195949087691	DA00002791	1	Minimum Order Quantity
MUQX3FE/A	Apple	MUQX3FE/A	USB-C to Lightning Adapter	USB-C to Lightning Adapter		Smart Device & CE - Accessory			35.18	44.55			38.70	49.00			NO	17	0	EOR	0.080	1.3	6.7	15.6	17			0195949122859	c7553	1	Minimum Order Quantity
MUWA3ZA/A	Apple	MUWA3ZA/A	Apple Pencil (USB-C)	Apple Pencil (USB-C)		Smart Device & CE - Accessory			114.57	126.36			126.03	139.00			NO	132	0	EOR	0.170	1.89	5.52	20.7	132	195949133671	195949133671	0195949133671	c8453	1	Minimum Order Quantity
MW0W3X/A	Apple	MW0W3X/A	13-inch MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Silver	13-inch MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Silver		Notebook - Consumer			1252.08	1544.55			1377.29	1699.00			NO	297	1	EOR	2.500	24.37	5.57	33.44	298			0195949836428	DA00018779	1	Minimum Order Quantity
MW2G3X/A	Apple	MW2G3X/A	30W USB-C Power Adapter	30W USB-C Power Adapter		Notebook Accessory - Consumer / Gaming			47.24	53.64			51.96	59.00			NO	0	0	EOR	0.250	9.7	4	9.7	0			0195949376481	DA00002792	1	Minimum Order Quantity
MW2K3X/A	Apple	MW2K3X/A	35W Dual USB-C Power Adapter	35W Dual USB-C Power Adapter		Notebook Accessory - Consumer / Gaming			71.36	80.91			78.50	89.00			NO	0	18	EOR	0.270	9.7	4	9.7	18			0195949376702	DA00002793	1	Minimum Order Quantity
MW2L3X/A	Apple	MW2L3X/A	96W USB-C Power Adapter	96W USB-C Power Adapter		Notebook Accessory - Consumer / Gaming			95.48	108.18			105.03	119.00			NO	0	4	EOR	0.530	4	12.5	12.3	4	195949376894		0195949376894	DA00004330	1	Minimum Order Quantity
MW2N3X/A	Apple	MW2N3X/A	Power Adapter Extension Cable	Power Adapter Extension Cable		Notebook Accessory - Consumer / Gaming			23.32	26.36			25.65	29.00			NO	0	0	EOR	0.140	10.76	4.06	10.69	0	195949506017	195949506017	0195949506017	DA00017443	1	Minimum Order Quantity
MW2P3AM/A	Apple	MW2P3AM/A	Lightning to Digital AV Adapter	Lightning to Digital AV Adapter		Smart Device & CE - Accessory			56.28	71.82			61.91	79.00			NO	2	0	EOR	0.040	15.6	1.8	6.7	2	195949332951		0195949332951	DA00006491	1	Minimum Order Quantity
MW2Q3FE/A	Apple	MW2Q3FE/A	USB-C to 3.5 mm Headphone Jack Adapter	USB-C to 3.5 mm Headphone Jack Adapter		Smart Device & CE - Accessory			10.65	13.64			11.72	15.00			NO	272	200	EOR	0.030	6.8	1.6	6.8	472	195949332883		0195949332883	DA00006492	1	Minimum Order Quantity
MW2R3ZA/A	Apple	MW2R3ZA/A	USB-C to Lightning Cable (2m)	USB-C to Lightning Cable (2m)		Mobile Phone - Accessory			35.18	44.55			38.70	49.00			NO	0	23	EOR	0.070	6.8	2.5	6.8	23	195949333941		0195949333941	DA00006493	1	Minimum Order Quantity
MW493FE/A	Apple	MW493FE/A	60W USB-C Charge Cable (1m)	60W USB-C Charge Cable (1m)		Smart Device & CE - Accessory			20.50	26.36			22.55	29.00			NO	0	54	EOR	0.030	6.6	2.5	6.7	54	195949371875		0195949371875	DA00010070	1	Minimum Order Quantity
MW5G3AM/A	Apple	MW5G3AM/A	Siri Remote	Siri Remote		Smart Device & CE - Accessory			71.36	80.91			78.50	89.00			NO	4	0	EOR	0.110	1.66	6.61	17.63	4			0195949394539	DA00009306	1	Minimum Order Quantity
MW5J3ZA/A	Apple	MW5J3ZA/A	Thunderbolt 4 USB-C Pro Cable 1.8 m	Thunderbolt 4 USB-C Pro Cable 1.8 m		Notebook Accessory - Consumer / Gaming			159.80	180.91			175.78	199.00			NO	0	0	EOR	0.150	2.5	10.7	10.8	0	195949590306		0195949590306	DA00004332	1	Minimum Order Quantity
MW5L3ZA/A	Apple	MW5L3ZA/A	USB Type-C to USB Adapter	USB Type-C to USB Adapter		Mobile Phone - Accessory			23.32	26.36			25.65	29.00			NO	7	1	EOR	0.030	15.6	1.8	6.7	8	0195949396779		0195949396779	DA00009307	1	Minimum Order Quantity
MW5M3ZA/A	Apple	MW5M3ZA/A	USB-C Digital AV Multiport Adapter	USB-C Digital AV Multiport Adapter		Notebook Accessory - Consumer / Gaming			92.46	104.55			101.71	115.00			NO	0	21	EOR	0.060	6.8	1.6	6.8	21	195949396847		0195949396847	DA00006495	1	Minimum Order Quantity
MW613FE/A	Apple	MW613FE/A	USB-C to MagSafe 3 Cable (2m) - Silver	USB-C to MagSafe 3 Cable (2m) - Silver		Smart Device & CE - Accessory			60.30	68.18			66.33	75.00			NO	0	0	EOR	0.090	1.58	7.29	17.85	0	195949396458	195949396458	0195949396458	DA00017444	1	Minimum Order Quantity
MW653ZA/A	Apple	MW653ZA/A	USB-C to SD Card Reader	USB-C to SD Card Reader		Smart Device & CE - Accessory			52.26	59.09			57.49	65.00			NO	0	6	EOR	0.070	15.6	1.8	6.7	6	195949396908		0195949396908	DA00006496	1	Minimum Order Quantity
MW983FE/A	Apple	MW983FE/A	Smart Folio for iPad Pro 11-inch (M4/M5) - Black	Smart Folio for iPad Pro 11-inch (M4/M5) - Black		Smart Device & CE - Accessory			88.44	117.27			97.28	129.00			NO	7	0	EOR	0.560	1.6	18.7	25.9	7	195949438660	195949438660	0195949438660	DA00005114	1	Order Quantity Multiplier
MWK33FE/A	Apple	MWK33FE/A	Smart Folio for iPad Pro 13-inch (M4/M5) - Black	Smart Folio for iPad Pro 13-inch (M4/M5) - Black		Smart Device & CE - Accessory			108.54	144.55			119.39	159.00			NO	3	3	EOR	0.770	1.6	22.5	29.1	6	195949438752	195949438752	0195949438752	DA00005117	1	Order Quantity Multiplier
MWK53FE/A	Apple	MWK53FE/A	Smart Folio for iPad Air 11-inch (M4) Charcoal Gray	Smart Folio for iPad Air 11-inch (M4) Charcoal Gray		Smart Device & CE - Accessory			88.44	117.27			97.28	129.00			NO	0	0	EOR	0.550	1.7	18.8	25.7	0	0195949438813	195949438813	0195949438813	DA00005247	1	Order Quantity Multiplier
MWK93FE/A	Apple	MWK93FE/A	Smart Folio for iPad Air 13-inch (M4) Charcoal Gray	Smart Folio for iPad Air 13-inch (M4) Charcoal Gray		Smart Device & CE - Accessory			108.54	144.55			119.39	159.00			NO	2	0	EOR	0.770	1.7	22.6	28.9	2	195949438936	195949438936	0195949438936	DA00005251	1	Order Quantity Multiplier
MWML3FE/A	Apple	MWML3FE/A	USB-C to Apple Pencil Adapter	USB-C to Apple Pencil Adapter		Smart Device & CE - Accessory			12.36	13.64			13.60	15.00			NO	4	19	EOR	0.030	6.8	1.6	6.8	23	195949442117		0195949442117	DA00004328	1	Minimum Order Quantity
MWR03ZA/A	Apple	MWR03ZA/A	Magic Keyboard for iPad Pro 11-inch (M4/M5) US English - White	Magic Keyboard for iPad Pro 11-inch (M4/M5) US English - White		Smart Device & CE - Accessory			410.05	453.64			451.06	499.00			NO	5	0	EOR	1.050	2.5	20.7	27.2	5	195949482779	195949482779	0195949482779	DA00005255	1	Order Quantity Multiplier
MWR23ZA/A	Apple	MWR23ZA/A	Magic Keyboard for iPad Pro 11-inch (M4/M5) US English - Black	Magic Keyboard for iPad Pro 11-inch (M4/M5) US English - Black		Smart Device & CE - Accessory			410.05	453.64			451.06	499.00			NO	0	0	EOR	1.050	2.5	20.7	27.2	0	195949483394		0195949483394	DA00005256	1	Order Quantity Multiplier
MWR43ZA/A	Apple	MWR43ZA/A	Magic Keyboard for iPad Pro 13-inch (M4/M5) US English - White	Magic Keyboard for iPad Pro 13-inch (M4/M5) US English - White		Smart Device & CE - Accessory			476.38	526.36			524.02	579.00			NO	0	0	EOR	1.280	2.5	24.3	30.35	0	195949484018	195949484018	0195949484018	DA00005257	1	Order Quantity Multiplier
MWR53ZA/A	Apple	MWR53ZA/A	Magic Keyboard for iPad Pro 13-inch (M4/M5) US English - Black	Magic Keyboard for iPad Pro 13-inch (M4/M5) US English - Black		Smart Device & CE - Accessory			476.38	526.36			524.02	579.00			NO	0	0	EOR	1.270	2.5	24.3	30.35	0	195949484636		0195949484636	DA00005258	1	Order Quantity Multiplier
MWTY3FE/A	Apple	MWTY3FE/A	EarPods (Lightning Connector)	EarPods (Lightning Connector)		Mobile Phone - Accessory			20.50	26.36			22.55	29.00			NO	0	0	EOR	0.050	6.75	2.09	6.79	0	195949506079		0195949506079	DA00006489	1	Minimum Order Quantity
MWU53FE/A	Apple	MWU53FE/A	Earpods (3.5mm Headphone Plug)	Earpods (3.5mm Headphone Plug)		Mobile Phone - Accessory			20.50	26.36			22.55	29.00			NO	56	0	EOR	0.050	6.75	2.09	6.79	56	195949508929		0195949508929	DA00006490	1	Minimum Order Quantity
MWUC3X/A	Apple	MWUC3X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Silver	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Silver		Desktop PC - Consumer			1652.53	1817.27			1817.78	1999.00			NO	3	10	EOR	10.500	64.1	16.5	56.8	13			0195949591709	DA00012108	1	Minimum Order Quantity
MWUE3X/A	Apple	MWUE3X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Green	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Green		Desktop PC - Consumer			1652.53	1817.27			1817.78	1999.00			NO	0	0	EOR	10.500	64.1	16.5	56.8	0			0195949592584	DA00012118	1	Minimum Order Quantity
MWUF3X/A	Apple	MWUF3X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Blue	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Blue		Desktop PC - Consumer			1652.53	1817.27			1817.78	1999.00			NO	0	0	EOR	10.500	64.1	16.5	56.8	0			0195949593024	DA00012119	1	Minimum Order Quantity
MWUG3X/A	Apple	MWUG3X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Pink	24-inch iMac with Retina 4.5K display: Apple M4 chip with 8-core CPU and 8-core GPU, 16GB, 256GB SSD - Pink		Desktop PC - Consumer			1652.53	1817.27			1817.78	1999.00			NO	0	0	EOR	10.500	64.1	16.5	56.8	0			0195949593468	DA00012109	1	Minimum Order Quantity
MWUU3X/A	Apple	MWUU3X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Silver	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Silver		Desktop PC - Consumer			1982.83	2180.91			2181.11	2399.00			NO	0	0	EOR	11.000	64.1	16.5	56.8	0			0195949594854	DA00012110	1	Minimum Order Quantity
MWUV3X/A	Apple	MWUV3X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Silver	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Silver		Desktop PC - Consumer			2230.30	2453.64			2453.33	2699.00			NO	6	2	EOR	10.500	64.1	16.5	56.8	8			0195949595295	DA00012111	1	Minimum Order Quantity
MWUY3X/A	Apple	MWUY3X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Green	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Green		Desktop PC - Consumer			1982.83	2180.91			2181.11	2399.00			NO	0	0	EOR	10.350	64.1	16.5	56.8	0			0195949596582	DA00012112	1	Minimum Order Quantity
MWV03X/A	Apple	MWV03X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Green	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Green		Desktop PC - Consumer			2230.30	2453.64			2453.33	2699.00			NO	0	0	EOR	9.470	64.1	16.5	56.8	0			0195949597015	DA00012113	1	Minimum Order Quantity
MWV13X/A	Apple	MWV13X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Blue	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Blue		Desktop PC - Consumer			1982.83	2180.91			2181.11	2399.00			NO	0	0	EOR	10.500	64.1	16.5	56.8	0			0195949597442	DA00012114	1	Minimum Order Quantity
MWV33X/A	Apple	MWV33X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Blue	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Blue		Desktop PC - Consumer			2230.30	2453.64			2453.33	2699.00			NO	0	0	EOR	10.500	64.1	16.5	56.8	0			0195949597879	DA00012115	1	Minimum Order Quantity
MWV53X/A	Apple	MWV53X/A	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Pink	24-inch iMac with Retina 4.5K display: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Pink		Desktop PC - Consumer			2230.30	2453.64			2453.33	2699.00			NO	0	0	EOR	10.300	64.1	16.5	56.8	0			0195949598722	DA00012117	1	Minimum Order Quantity
MWVT3X/A	Apple	MWVT3X/A	20W USB-C Power Adapter	20W USB-C Power Adapter		Smart Device & CE - Accessory			20.50	26.36			22.55	29.00			NO	142	0	EOR	0.100	8.3	3.5	6.7	142	195949537028		0195949537028	DA00005644	1	Minimum Order Quantity
MWW43ZA/A	Apple	MWW43ZA/A	AirPods Max - Midnight	AirPods Max - Midnight		Mobile Phone - Accessory			600.00	908.18			660.00	999.00			NO	0	0	EOR	1.550	8.1	23.99	24.35	0	195949544002	195949544002	0195949544002	DA00008820	1	Minimum Order Quantity
MWW53ZA/A	Apple	MWW53ZA/A	AirPods Max - Starlight	AirPods Max - Starlight		Mobile Phone - Accessory			600.00	908.18			660.00	999.00			NO	1	0	EOR	1.550	8.1	23.99	24.35	1	195949544149	195949544149	0195949544149	DA00008823	1	Minimum Order Quantity
MWW63ZA/A	Apple	MWW63ZA/A	AirPods Max - Blue	AirPods Max - Blue		Mobile Phone - Accessory			600.00	908.18			660.00	999.00			NO	3	0	EOR	1.550	8.1	23.99	24.35	3	195949544286	195949544286	0195949544286	DA00008819	1	Minimum Order Quantity
MWW73ZA/A	Apple	MWW73ZA/A	AirPods Max - Orange	AirPods Max - Orange		Mobile Phone - Accessory			600.00	908.18			660.00	999.00			NO	0	0	EOR	1.550	8.1	23.99	24.35	0	195949544422	195949544422	0195949544422	DA00008821	1	Minimum Order Quantity
MWW83ZA/A	Apple	MWW83ZA/A	AirPods Max - Purple	AirPods Max - Purple		Mobile Phone - Accessory			600.00	908.18			660.00	999.00			NO	2	0	EOR	1.550	8.1	23.99	24.35	2	195949544569	195949544569	0195949544569	DA00008822	1	Minimum Order Quantity
MX2D3ZA/A	Apple	MX2D3ZA/A	Apple Pencil Pro	Apple Pencil Pro		Smart Device & CE - Accessory			179.90	199.09			197.89	219.00			NO	30	40	EOR	0.180	2.05	5.57	21.19	70	195949573101		0195949573101	DA00005119	1	Minimum Order Quantity
MX5J3AM/A	Apple	MX5J3AM/A	Lightning to USB 3 Camera Adapter	Lightning to USB 3 Camera Adapter		Mobile Phone - Accessory			44.22	79.20			48.64	87.12			NO	0	8	EOR	0.050	15.6	1.8	6.7	8	195949587641		0195949587641	DA00006497	1	Minimum Order Quantity
MX763AM/A	Apple	MX763AM/A	Apple Pencil Tips - 4 pack	Apple Pencil Tips - 4 pack		Smart Device & CE - Accessory			23.82	26.36			26.20	29.00			NO	0	6	EOR	0.010	6.79	1.49	6.75	6	195949775420	195949775420	0195949775420	DA00017442	1	Minimum Order Quantity
MXCJ3ZA/A	Apple	MXCJ3ZA/A	Magic Keyboard with Numeric Keypad - US English - Silver	Magic Keyboard with Numeric Keypad - US English - Silver		Smart Device & CE - Accessory			143.72	190.91			158.09	210.00			NO	0	0	EOR	0.640	1.91	12.74	44.35	0			0195949633232	DA00018237	1	Minimum Order Quantity
MXCK3ZA/A	Apple	MXCK3ZA/A	Magic Keyboard with Touch ID for Mac models with Apple silicon - US English	Magic Keyboard with Touch ID for Mac models with Apple silicon - US English		Notebook Accessory - Consumer / Gaming			167.84	190.00			184.62	209.00			NO	17	0	EOR	0.500	1.85	12.8	30.8	17			0195949634062	DA00012095	1	Minimum Order Quantity
MXCL3ZA/A	Apple	MXCL3ZA/A	Magic Keyboard - US English	Magic Keyboard - US English		Notebook Accessory - Consumer / Gaming			119.60	135.45			131.56	149.00			NO	2	18	EOR	0.430	1.85	12.8	30.8	20			0195949634758	DA00012096	1	Minimum Order Quantity
MXK53ZA/A	Apple	MXK53ZA/A	Magic Mouse - White Multi-Touch Surface	Magic Mouse - White Multi-Touch Surface		Notebook Accessory - Consumer / Gaming			95.48	108.18			105.03	119.00			NO	0	32	EOR	0.240	3.6	7.4	13	32			0195949655975	DA00012097	1	Minimum Order Quantity
MXK63ZA/A	Apple	MXK63ZA/A	Magic Mouse - Black Multi-Touch Surface	Magic Mouse - Black Multi-Touch Surface		Notebook Accessory - Consumer / Gaming			119.60	226.36			131.56	249.00			NO	2	37	EOR	0.250	3.6	7.4	13	39			0195949656095	DA00012098	1	Minimum Order Quantity
MXK73ZA/A	Apple	MXK73ZA/A	Magic Keyboard with Touch ID and Numeric Keypad for Mac models with Apple silicon - US English - White Keys	Magic Keyboard with Touch ID and Numeric Keypad for Mac models with Apple silicon - US English - White Keys		Notebook Accessory - Consumer / Gaming			200.00	226.36			220.00	249.00			NO	0	0	EOR	0.610	1.9	12.8	44.7	0			0195949655197	DA00012099	1	Minimum Order Quantity
MXK83ZA/A	Apple	MXK83ZA/A	Magic Keyboard with Touch ID and Numeric Keypad for Mac models with Apple silicon - US English - Black Keys	Magic Keyboard with Touch ID and Numeric Keypad for Mac models with Apple silicon - US English - Black Keys		Notebook Accessory - Consumer / Gaming			224.12	253.64			246.53	279.00			NO	0	18	EOR	0.300	1.9	12.8	44.7	18			0195949655876	DA00012100	1	Minimum Order Quantity
MXK93ZA/A	Apple	MXK93ZA/A	Magic Trackpad - White Multi-Touch Surface	Magic Trackpad - White Multi-Touch Surface		Smart Device & CE - Accessory			143.72	162.73			158.09	179.00			NO	5	0	EOR	0.330	2.5	12.96	17.49	5			0195949654381	DA00012153	1	Minimum Order Quantity
MXKA3ZA/A	Apple	MXKA3ZA/A	Magic Trackpad - Black Multi-Touch Surface	Magic Trackpad - Black Multi-Touch Surface		Smart Device & CE - Accessory			167.84	190.00			184.62	209.00			NO	3	0	EOR	0.300	2.5	12.96	17.49	3			0195949654497	DA00012154	1	Minimum Order Quantity
MXN43ZA/A	Apple	MXN43ZA/A	Apple Pencil 2nd Generation	Apple Pencil 2nd Generation		Smart Device & CE - Accessory			179.90	199.09			197.89	219.00			NO	0	13	EOR	0.150	2.05	5.57	21.19	13			0195949690433	DA00018225	1	Minimum Order Quantity
MXN53X/A	Apple	MXN53X/A	70W USB-C Power Adapter	70W USB-C Power Adapter		Notebook Accessory - Consumer / Gaming			71.36	80.91			78.50	89.00			NO	11	0	EOR	0.240	11	4.9	11.6	11	0195949686252		0195949686252	DA00009305	1	Minimum Order Quantity
MXN63X/A	Apple	MXN63X/A	iPad mini Wi-Fi 128GB - Space Grey	iPad mini Wi-Fi 128GB - Space Grey		Tablet			677.69	726.36			745.46	799.00			NO	0	0	EOR	0.640	5	14.7	20.9	0	195949729058		0195949729058	DA00011684	1	Minimum Order Quantity
MXN73X/A	Apple	MXN73X/A	iPad mini Wi-Fi 128GB - Blue	iPad mini Wi-Fi 128GB - Blue		Tablet			677.69	726.36			745.46	799.00			NO	0	1	EOR	0.640	5	14.7	20.9	1	195949729287		0195949729287	DA00011685	1	Minimum Order Quantity
MXN83X/A	Apple	MXN83X/A	iPad mini Wi-Fi 128GB - Starlight	iPad mini Wi-Fi 128GB - Starlight		Tablet			677.69	726.36			745.46	799.00			NO	4	0	EOR	0.640	5	14.7	20.9	4	195949729515		0195949729515	DA00011686	1	Minimum Order Quantity
MXNA3X/A	Apple	MXNA3X/A	iPad mini Wi-Fi 256GB - Space Grey	iPad mini Wi-Fi 256GB - Space Grey		Tablet			847.12	908.18			931.83	999.00			NO	0	10	EOR	0.640	5	14.7	20.9	10	195949729973		0195949729973	DA00011688	1	Minimum Order Quantity
MXP63ZA/A	Apple	MXP63ZA/A	AirPods 4	AirPods 4		Mobile Phone - Accessory			175.88	199.09			193.47	219.00			NO	0	0	EOR	0.120	3.33	8.19	8.19	0	195949688577	195949688577	0195949688577	DA00008817	1	Minimum Order Quantity
MXP93ZA/A	Apple	MXP93ZA/A	AirPods 4 with Active Noise Cancellation	AirPods 4 with Active Noise Cancellation		Mobile Phone - Accessory			240.20	271.82			264.22	299.00			NO	71	0	EOR	0.120	3.33	8.19	8.19	71	195949689659	195949689659	0195949689659	DA00008818	1	Minimum Order Quantity
MXPN3X/A	Apple	MXPN3X/A	iPad mini Wi-Fi + Cellular 128GB - Space Grey	iPad mini Wi-Fi + Cellular 128GB - Space Grey		Tablet			889.22	953.64			978.14	1049.00			NO	23	0	EOR	0.640	5	14.7	20.9	23	195949755309		0195949755309	DA00011692	1	Minimum Order Quantity
MXPP3X/A	Apple	MXPP3X/A	iPad mini Wi-Fi + Cellular 128GB - Blue	iPad mini Wi-Fi + Cellular 128GB - Blue		Tablet			889.22	953.64			978.14	1049.00			NO	0	0	EOR	0.640	5	14.7	20.9	0	195949755552		0195949755552	DA00011693	1	Minimum Order Quantity
MXPQ3X/A	Apple	MXPQ3X/A	iPad mini Wi-Fi + Cellular 128GB - Starlight	iPad mini Wi-Fi + Cellular 128GB - Starlight		Tablet			889.22	953.64			978.14	1049.00			NO	0	0	EOR	0.640	5	14.7	20.9	0	195949755804		0195949755804	DA00011694	1	Minimum Order Quantity
MXPT3X/A	Apple	MXPT3X/A	iPad mini Wi-Fi + Cellular 256GB - Space Grey	iPad mini Wi-Fi + Cellular 256GB - Space Grey		Tablet			1058.65	1135.45			1164.52	1249.00			NO	10	0	EOR	0.640	5	14.7	20.9	10	195949756306		0195949756306	DA00011696	1	Minimum Order Quantity
MXVU3X/A	Apple	MXVU3X/A	iPhone 16 Plus 128GB Black	iPhone 16 Plus 128GB Black		Mobile Phone			1216.99	1271.82			1338.69	1399.00			NO	6	0	EOR	0.380	2.77	9.62	18.28	6	195949922459	195949922459	0195949922459	DA00008840	1	Minimum Order Quantity
MXVW3X/A	Apple	MXVW3X/A	iPhone 16 Plus 128GB Pink	iPhone 16 Plus 128GB Pink		Mobile Phone			850.00	1271.82			935.00	1399.00			NO	0	0	EOR	0.380	2.77	9.62	18.28	0	195949922473	195949922473	0195949922473	DA00008841	1	Minimum Order Quantity
MY5H2AX/A	Apple	MY5H2AX/A	HomePod mini - White	HomePod mini - White		Smart Device & CE			122.61	135.45			134.87	149.00			NO	0	0	EOR	0.650	12.82	10.77	10.77	0	194252654477	194252654477	0194252654477	a8442	1	Minimum Order Quantity
