SUPPLIER_PART_NUMBER	MANUFACTURER_NAME	MANUFACTURER_PART_NUMBER	SHORT_DESCRIPTION	LONG_DESCRIPTION	NOTES_COMMENTS	CATEGORY_OF_PRODUCT_1	CATEGORY_OF_PRODUCT_2	CATEGORY_OF_PRODUCT_3	RESELLER_BUY_EX	RRP_EX	GOV_BUY_EX	GOV_RETAIL_EX	RESELLER_BUY_INC	RRP_INC	GOV_BUY_INC	GOV_RETAIL_INC	SERIALIZED	AVAILABILITY_M	AVAILABILITY_S	EOR_MARKER	WEIGHT	HEIGHT	WIDTH	LENGTH	TOTAL_AVAILABILITY	EAN	UPC	APN	G_Code	MOQ	MOQ_TYPE
SDSDXXO-032G-GN4IN	SanDisk	SDSDXXO-032G-GN4IN	SanDisk Extreme Pro SDHC, SDXXO 32GB, U3, C10, V30, UHS-I, 100MB/s R, 90MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDHC, SDXXO 32GB, U3, C10, V30, UHS-I, 100MB/s R, 90MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			41.23	76.36			45.35	84.00			NO	751	0	EOR	0.030	10.16	1.4	15.24	751	619659188689	619659188689	0619659188689	b3373	1	Minimum Order Quantity
SDSDXXU-064G-GN4IN	SanDisk	SDSDXXU-064G-GN4IN	SanDisk Extreme Pro SDXC, SDXXU 64GB, V30, U3, C10, UHS-I, 200MB/s R, 90MB/s W, 4x6, Lifetime Limited	SanDisk Extreme Pro SDXC, SDXXU 64GB, V30, U3, C10, UHS-I, 200MB/s R, 90MB/s W, 4x6, Lifetime Limited		Storage - USB Drive / Memory Card			50.92	94.55			56.01	104.00			NO	587	0	EOR	0.030	10.16	1.4	15.24	587	619659188719	619659188719	0619659188719	b3374	1	Minimum Order Quantity
SDSQQNR-032G-GN6IA	SanDisk	SDSQQNR-032G-GN6IA	SanDisk High Endurance microSDHC Card,SQQNR 32G,UHS-I, C10, U3, V30, 100MB/s R, 40MB/sW,SD adaptor,2Y	SanDisk High Endurance microSDHC Card,SQQNR 32G,UHS-I, C10, U3, V30, 100MB/s R, 40MB/sW,SD adaptor,2Y		Storage - USB Drive / Memory Card			36.11	67.27			39.72	74.00			NO	5	0	EOR	0.010	10.1	0.5	15.2	5	619659173067	619659173067	0619659173067	J8159	1	Minimum Order Quantity
SDSQQNR-064G-GN6IA	SanDisk	SDSQQNR-064G-GN6IA	SanDisk High Endurance microSDXC Card, SQQNR 64G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y	SanDisk High Endurance microSDXC Card, SQQNR 64G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y		Storage - USB Drive / Memory Card			39.24	72.73			43.16	80.00			NO	170	0	EOR	0.020	10.1	0.5	15.2	170	619659173081	619659173081	0619659173081	J8263	1	Minimum Order Quantity
SDSQQNR-128G-GN6IA	SanDisk	SDSQQNR-128G-GN6IA	SanDisk High Endurance microSDXC Card, SQQNR 128G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y	SanDisk High Endurance microSDXC Card, SQQNR 128G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y		Storage - USB Drive / Memory Card			50.92	94.55			56.01	104.00			NO	861	0	EOR	0.010	10.1	0.5	15.2	861	619659173104	619659173104	0619659173104	J8264	1	Minimum Order Quantity
SDSQQNR-256G-GN6IA	SanDisk	SDSQQNR-256G-GN6IA	SanDisk High Endurance microSDXC Card, SQQNR 256G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y	SanDisk High Endurance microSDXC Card, SQQNR 256G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y		Storage - USB Drive / Memory Card			98.16	182.73			107.98	201.00			NO	504	0	EOR	0.020	10.1	0.5	15.2	504	619659173227	619659173227	0619659173227	J8265	1	Minimum Order Quantity
SDSQQNR-512G-GN6IA	SanDisk	SDSQQNR-512G-GN6IA	SanDisk High Endurance microSDXC Card, SQQNR 512G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y	SanDisk High Endurance microSDXC Card, SQQNR 512G, UHS I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 2Y		Storage - USB Drive / Memory Card			210.20	307.27			231.22	338.00			NO	50	0	EOR	0.170	3	0.9	6	50			0619659205003	DA00017112	1	Minimum Order Quantity
SDSQQVR-032G-GN6IA	SanDisk	SDSQQVR-032G-GN6IA	SanDisk MAX ENDURANCE microSDHC Card, SQQVR 32G, (15,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 3Y	SanDisk MAX ENDURANCE microSDHC Card, SQQVR 32G, (15,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 3Y		Storage - USB Drive / Memory Card			54.24	100.91			59.66	111.00			NO	30	0	EOR	0.010	10.16	0.5	15.24	30	619659178482	619659178482	0619659178482	Y6601	1	Minimum Order Quantity
SDSQQVR-064G-GN6IA	SanDisk	SDSQQVR-064G-GN6IA	SanDisk MAX ENDURANCE microSDXC Card, SQQVR 64G, (30,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 5Y	SanDisk MAX ENDURANCE microSDXC Card, SQQVR 64G, (30,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 5Y		Storage - USB Drive / Memory Card			78.53	145.45			86.38	160.00			NO	1105	0	EOR	0.010	10.16	0.5	15.24	1105	619659178505	619659178505	0619659178505	Y6602	1	Minimum Order Quantity
SDSQQVR-128G-GN6IA	SanDisk	SDSQQVR-128G-GN6IA	SanDisk MAX ENDURANCE microSDXC Card, SQQVR 128G, (60,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 10Y	SanDisk MAX ENDURANCE microSDXC Card, SQQVR 128G, (60,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 10Y		Storage - USB Drive / Memory Card			94.24	175.45			103.66	193.00			NO	818	0	EOR	0.020	10.16	0.5	15.24	818	619659178529	619659178529	0619659178529	Y6603	1	Minimum Order Quantity
SDSQQVR-256G-GN6IA	SanDisk	SDSQQVR-256G-GN6IA	SanDisk MAX ENDURANCE microSDXC Card, SQQVR 256G, (120,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 15Y	SanDisk MAX ENDURANCE microSDXC Card, SQQVR 256G, (120,000 Hrs), UHS-I, C10, U3, V30, 100MB/s R, 40MB/s W, SD adaptor, 15Y		Storage - USB Drive / Memory Card			181.59	289.09			199.75	318.00			NO	47	0	EOR	0.010	10.16	0.5	15.24	47	619659178543	619659178543	0619659178543	Y6604	1	Minimum Order Quantity
SDSQUA4-032G-GN6MN	SanDisk	SDSQUA4-032G-GN6MN	SanDisk Ultra microSDHC, SQUA4 32GB, A1, C10, U1, UHS-I, 120MB/s R, 4x6, 10Y	SanDisk Ultra microSDHC, SQUA4 32GB, A1, C10, U1, UHS-I, 120MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			24.03	44.55			26.43	49.00			NO	2265	0	EOR	0.010	10.16	0.5	15.24	2265	619659184162	619659184162	0619659184162	Y6337	1	Minimum Order Quantity
SDSQUAB-064G-GN6MN	SanDisk	SDSQUAB-064G-GN6MN	SanDisk Ultra microSDXC, SQUAB 64GB, A1, C10, U1, UHS-I, 140MB/s R, 4x6, 10Y	SanDisk Ultra microSDXC, SQUAB 64GB, A1, C10, U1, UHS-I, 140MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			30.19	56.36			33.21	62.00			NO	180	0	EOR	0.010	10.16	0.5	15.24	180	619659200473	619659200473	0619659200473	b5954	1	Minimum Order Quantity
SDSQUAB-128G-GN6MN	SanDisk	SDSQUAB-128G-GN6MN	SanDisk Ultra microSDXC, SQUAB128GB, A1, C10, U1, UHS-I, 140MB/s R, 4x6, 10Y	SanDisk Ultra microSDXC, SQUAB128GB, A1, C10, U1, UHS-I, 140MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			40.73	75.45			44.80	83.00			NO	43	0	EOR	0.010	10.16	0.5	15.24	43	619659200480	619659200480	0619659200480	b5955	1	Minimum Order Quantity
SDSQUAC-1T00-GN6MN	SanDisk	SDSQUAC-1T00-GN6MN	SanDisk Ultra microSDXC, SQUAC 1TB, A1, C10, U1, UHS-I, 150MB/s R, 4x6,  10Y	SanDisk Ultra microSDXC, SQUAC 1TB, A1, C10, U1, UHS-I, 150MB/s R, 4x6,  10Y		Storage - USB Drive / Memory Card			334.09	523.64			367.50	576.00			NO	0	0	EOR	0.020	10.16	0.5	15.24	0	619659200510	619659200510	0619659200510	c3406	1	Minimum Order Quantity
SDSQUAC-256G-GN6MN	SanDisk	SDSQUAC-256G-GN6MN	SanDisk Ultra microSDXC, SQUAC 256GB, A1, C10, U1, UHS-I, 150MB/s R, 4x6,  10Y	SanDisk Ultra microSDXC, SQUAC 256GB, A1, C10, U1, UHS-I, 150MB/s R, 4x6,  10Y		Storage - USB Drive / Memory Card			78.53	145.45			86.38	160.00			NO	254	0	EOR	0.010	10.16	0.5	15.24	254	619659200497	619659200497	0619659200497	b5956	1	Minimum Order Quantity
SDSQUAC-512G-GN6MN	SanDisk	SDSQUAC-512G-GN6MN	SanDisk Ultra microSDXC, SQUAC 512GB, A1, C10, U1, UHS-I, 150MB/s R, 4x6, 10Y	SanDisk Ultra microSDXC, SQUAC 512GB, A1, C10, U1, UHS-I, 150MB/s R, 4x6, 10Y		Storage - USB Drive / Memory Card			157.06	163.73			172.77	180.10			NO	140	0	EOR	0.010	10.16	0.5	15.24	140	619659200503	619659200503	0619659200503	c2679	1	Minimum Order Quantity
SDSQXAA-128G-GN6AA	SanDisk	SDSQXAA-128G-GN6AA	SanDisk Extreme microSDXC, SQXAA 128GB, V30, U3, C10, A2, UHS-I, 190MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited, Action Cam/Drone SKU	SanDisk Extreme microSDXC, SQXAA 128GB, V30, U3, C10, A2, UHS-I, 190MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited, Action Cam/Drone SKU		Storage - USB Drive / Memory Card			64.85	112.73			71.34	124.00			NO	111	0	EOR	0.010	10.16	0.5	15.24	111	619659189488	619659189488	0619659189488	b5675	1	Minimum Order Quantity
SDSQXAA-128G-GN6MS	SanDisk	SDSQXAA-128G-GN6MS	MicroSD creator cards UHS 128GB MicroSD 190MB/s(R) / 90MB/s(W)	MicroSD creator cards UHS 128GB MicroSD 190MB/s(R) / 90MB/s(W)		Storage - USB Drive / Memory Card			64.85	112.73			71.34	124.00			NO	357	0	EOR	0.010	5	2	10	357			0619659216061	DA00022752	1	Minimum Order Quantity
SDSQXAF-032G-GN6AA	SanDisk	SDSQXAF-032G-GN6AA	SanDisk Extreme microSDHC, SQXAF 32GB, V30, U3, C10, A1, UHS-1, 100MB/s R, 60MB/s W, 4x6, SD adaptor, Lifetime Limited, Action Cam/Drone SKU	SanDisk Extreme microSDHC, SQXAF 32GB, V30, U3, C10, A1, UHS-1, 100MB/s R, 60MB/s W, 4x6, SD adaptor, Lifetime Limited, Action Cam/Drone SKU		Storage - USB Drive / Memory Card			38.92	33.64			42.81	37.00			NO	291	0	EOR	0.010	0	0	0	291	619659155100	619659155100	0619659155100	R0524	1	Minimum Order Quantity
SDSQXAH-064G-GN6AA	SanDisk	SDSQXAH-064G-GN6AA	SanDisk Extreme microSDXC, SQXAH 64GB, V30, U3, C10, A2, UHS-I, 170MB/s R, 80MB/s W, 4x6, SD adaptor, Lifetime Limited, Action Cam/Drone SKU	SanDisk Extreme microSDXC, SQXAH 64GB, V30, U3, C10, A2, UHS-I, 170MB/s R, 80MB/s W, 4x6, SD adaptor, Lifetime Limited, Action Cam/Drone SKU		Storage - USB Drive / Memory Card			48.05	83.64			52.86	92.00			NO	226	0	EOR	0.020	10.16	0.5	15.24	226	619659193386	619659193386	0619659193386	b5674	1	Minimum Order Quantity
SDSQXAO-128G-GN3ZN	SanDisk	SDSQXAO-128G-GN3ZN	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 128GB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 128GB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited		Storage - USB Drive / Memory Card			67.22	124.55			73.94	137.00			NO	0	0	EOR	0.010	0	0	0	0	619659188269	619659188269	0619659188269	Z0705	1	Minimum Order Quantity
SDSQXAO-1T00-GN3ZN	SanDisk	SDSQXAO-1T00-GN3ZN	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 1TB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 1TB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited		Storage - USB Drive / Memory Card			507.14	742.73			557.85	817.00			NO	1	0	EOR	0.050	7.62	0.5	12.7	1	619659205751	619659205751	0619659205751	d0364	1	Minimum Order Quantity
SDSQXAO-1T00-GN6ZK	SanDisk	SDSQXAO-1T00-GN6ZK	1TB Pokemon Snorlax microSD Card for Nintendo Switch, Read speed 100MB/s2,write speed 90MB/s2, 4K UHD,3 V30, U3), Limited Lifetime Warranty	1TB Pokemon Snorlax microSD Card for Nintendo Switch, Read speed 100MB/s2,write speed 90MB/s2, 4K UHD,3 V30, U3), Limited Lifetime Warranty		Storage - USB Drive / Memory Card			622.33	849.09			684.56	934.00			NO	5	0	EOR	0.020	10.16	0.5	15.24	5			0619659211547	DA00008306	1	Minimum Order Quantity
SDSQXAO-256G-GN3ZN	SanDisk	SDSQXAO-256G-GN3ZN	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 256GB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 256GB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited		Storage - USB Drive / Memory Card			124.39	230.91			136.83	254.00			NO	274	0	EOR	0.010	0	0	0	274	619659188276	619659188276	0619659188276	Z0683	1	Minimum Order Quantity
SDSQXAO-256G-GN6ZK	SanDisk	SDSQXAO-256G-GN6ZK	256GB Pokemon Pikachu microSD Card for Nintendo Switch, read speed 100MB/s2, write speed 90MB/s2, 4K UHD,3 V30, U3, Limited Lifetime Warranty	256GB Pokemon Pikachu microSD Card for Nintendo Switch, read speed 100MB/s2, write speed 90MB/s2, 4K UHD,3 V30, U3, Limited Lifetime Warranty		Storage - USB Drive / Memory Card			152.65	264.55			167.92	291.00			NO	194	0	EOR	0.010	10.16	0.5	15.24	194			0619659211523	DA00008302	1	Minimum Order Quantity
SDSQXAO-512G-GN3ZN	SanDisk	SDSQXAO-512G-GN3ZN	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 512GB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited	SanDisk and Nintendo Cobranded microSDXC, SQXAO, 512GB, U3, C10, UHS-1, 100MB/s R, 90MB/s W, 3x5, Lifetime Limited		Storage - USB Drive / Memory Card			230.08	360.91			253.09	397.00			NO	100	0	EOR	0.010	1.09	0.1	1.5	100	619659188290	619659188290	0619659188290	Z0680	1	Minimum Order Quantity
SDSQXAV-1T00-GN6MA	SanDisk	SDSQXAV-1T00-GN6MA	SanDisk Extreme microSDXC, SQXAV 1TB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme microSDXC, SQXAV 1TB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			422.62	662.73			464.88	729.00			NO	20	0	EOR	0.010	10.16	0.5	15.24	20	619659188474	619659188474	0619659188474	b3337	1	Minimum Order Quantity
SDSQXAV-1T00-GN6MS	SanDisk	SDSQXAV-1T00-GN6MS	MicroSD creator cards UHS 1TB MicroSD 190MB/s(R) / 130MB/s(W)	MicroSD creator cards UHS 1TB MicroSD 190MB/s(R) / 130MB/s(W)		Storage - USB Drive / Memory Card			444.77	650.00			489.25	715.00			NO	48	0	EOR	0.010	5	2	10	48			0619659217228	DA00022753	1	Minimum Order Quantity
SDSQXAV-256G-GN6MA	SanDisk	SDSQXAV-256G-GN6MA	SanDisk Extreme microSDXC, SQXAV 256GB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme microSDXC, SQXAV 256GB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			103.66	192.73			114.03	212.00			NO	532	0	EOR	0.010	0	0	0	532	619659188504	619659188504	0619659188504	b3335	1	Minimum Order Quantity
SDSQXAV-256G-GN6MS	SanDisk	SDSQXAV-256G-GN6MS	MicroSD creator cards UHS 256GB MicroSD 190MB/s(R) / 130MB/s(W)	MicroSD creator cards UHS 256GB MicroSD 190MB/s(R) / 130MB/s(W)		Storage - USB Drive / Memory Card			119.99	112.73			131.99	124.00			NO	607	0	EOR	0.020	5	2	10	607			0619659217242	DA00022754	1	Minimum Order Quantity
SDSQXAV-2T00-GN6MA	SanDisk	SDSQXAV-2T00-GN6MA	SanDisk Extreme microSDXC, SQXAV 2TB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme microSDXC, SQXAV 2TB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			845.24	1160.00			929.76	1276.00			NO	49	0	EOR	0.160	10.16	0.5	15.24	49			0619659208738	DA00020807	1	Minimum Order Quantity
SDSQXAV-512G-GN6MA	SanDisk	SDSQXAV-512G-GN6MA	SanDisk Extreme microSDXC, SQXAV 512GB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme microSDXC, SQXAV 512GB, V30, U3, C10, A2, UHS-I, 190MB/s R, 130MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			191.74	300.91			210.91	331.00			NO	401	0	EOR	0.020	10.16	0.5	15.24	401	619659189648	619659189648	0619659189648	b3336	1	Minimum Order Quantity
SDSQXAV-512G-GN6MS	SanDisk	SDSQXAV-512G-GN6MS	MicroSD creator cards UHS 512GB MicroSD 190MB/s(R) / 130MB/s(W)	MicroSD creator cards UHS 512GB MicroSD 190MB/s(R) / 130MB/s(W)		Storage - USB Drive / Memory Card			221.97	324.55			244.17	357.00			NO	61	0	EOR	0.020	5	2	10	61			0619659217266	DA00022755	1	Minimum Order Quantity
SDSQXCD-128G-GN6MA	SanDisk	SDSQXCD-128G-GN6MA	SanDisk Extreme Pro microSDXC, SQXCD 128GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme Pro microSDXC, SQXCD 128GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			67.43	78.26			74.17	86.09			NO	4807	0	EOR	0.030	0	0	0	4807	619659188528	619659188528	0619659188528	b3339	1	Minimum Order Quantity
SDSQXCD-1T00-GN6MA	SanDisk	SDSQXCD-1T00-GN6MA	SanDisk Extreme Pro microSDXC, SQXCD 1TB, V30, U3, C10, A2, UHS-I, 200MB/s R, 140MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme Pro microSDXC, SQXCD 1TB, V30, U3, C10, A2, UHS-I, 200MB/s R, 140MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			500.59	732.73			550.65	806.00			NO	102	0	EOR	0.020	10.16	0.5	15.24	102	619659188535	619659188535	0619659188535	b3342	1	Minimum Order Quantity
SDSQXCD-256G-GN6MA	SanDisk	SDSQXCD-256G-GN6MA	SanDisk Extreme Pro microSDXC, SQXCD 256GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 140MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme Pro microSDXC, SQXCD 256GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 140MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			123.73	143.53			136.10	157.88			NO	20	0	EOR	0.020	0	0	0	20	619659188542	619659188542	0619659188542	b3340	1	Minimum Order Quantity
SDSQXCD-512G-GN6MA	SanDisk	SDSQXCD-512G-GN6MA	SanDisk Extreme Pro microSDXC, SQXCD 512GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 140MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme Pro microSDXC, SQXCD 512GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 140MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			227.73	357.27			250.50	393.00			NO	1695	0	EOR	0.100	3.1	11.4	16	1695	619659188566	619659188566	0619659188566	b3341	1	Minimum Order Quantity
SDSQXCG-032G-GN6MA	SanDisk	SDSQXCG-032G-GN6MA	SanDisk Extreme Pro microSDHC, SQXCG 32GB, V30, U3, C10, A1, UHS-1, 100MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme Pro microSDHC, SQXCG 32GB, V30, U3, C10, A1, UHS-1, 100MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			43.81	81.82			48.19	90.00			NO	170	0	EOR	0.010	10.1	0.5	15.2	170	619659155414	619659155414	0619659155414	H7830	1	Minimum Order Quantity
SDSQXCU-064G-GN6MA	SanDisk	SDSQXCU-064G-GN6MA	SanDisk Extreme Pro microSDXC, SQXCU 64GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited	SanDisk Extreme Pro microSDXC, SQXCU 64GB, V30, U3, C10, A2, UHS-I, 200MB/s R, 90MB/s W, 4x6, SD adaptor, Lifetime Limited		Storage - USB Drive / Memory Card			50.28	56.70			55.31	62.37			NO	1735	0	EOR	0.020	0	0	0	1735	619659188573	619659188573	0619659188573	b3338	1	Minimum Order Quantity
SDSQXFN-128G-GN4NN	SanDisk	SDSQXFN-128G-GN4NN	SanDisk microSD Express,880/480MB/s,RPD2,W/JC,4x6 Box,Global	SanDisk microSD Express,880/480MB/s,RPD2,W/JC,4x6 Box,Global		Storage - USB Drive / Memory Card			144.89	250.91			159.38	276.00			NO	0	0	EOR	0.030	10.16	1.4	15.24	0			0619659202088	DA00020555	1	Minimum Order Quantity
SDSQXFN-256G-GN4NN	SanDisk	SDSQXFN-256G-GN4NN	SanDisk microSD Express,880/650MB/s,RPD2,W/JC,4x6 Box,Global	SanDisk microSD Express,880/650MB/s,RPD2,W/JC,4x6 Box,Global		Storage - USB Drive / Memory Card			183.92	269.09			202.31	296.00			NO	315	0	EOR	0.030	10.16	1.4	15.24	315			0619659202064	DA00020556	1	Minimum Order Quantity
SDSQXFN-512G-GN4NN	SanDisk	SDSQXFN-512G-GN4NN	SanDisk microSD Express,880/650MB/s,RPD2,W/JC,4x6 Box,Global	SanDisk microSD Express,880/650MB/s,RPD2,W/JC,4x6 Box,Global		Storage - USB Drive / Memory Card			312.66	457.27			343.93	503.00			NO	921	0	EOR	0.030	10.16	1.4	15.24	921			0619659205447	DA00020557	1	Minimum Order Quantity
SDSSDE30-1T00-G26	SanDisk	SDSSDE30-1T00-G26	SanDisk Portable SSD, SDSSDE30 1TB, USB 3.2 Gen 2, Type C to A cable, Read speed up to 800MB/s, 2m drop protection, 3-year warranty	SanDisk Portable SSD, SDSSDE30 1TB, USB 3.2 Gen 2, Type C to A cable, Read speed up to 800MB/s, 2m drop protection, 3-year warranty		Storage - External Hard Drive / SSD			347.03	438.18			381.73	482.00			NO	1675	0	EOR	0.100	10.1	3.3	12.7	1675	619659204877	619659204877	0619659204877	c4887	1	Minimum Order Quantity
SDSSDE30-2T00-G26	SanDisk	SDSSDE30-2T00-G26	SanDisk Portable SSD, SDSSDE30 2TB, USB 3.2 Gen 2, Type C to A cable, Read speed up to 800MB/s, 2m drop protection, 3-year warranty	SanDisk Portable SSD, SDSSDE30 2TB, USB 3.2 Gen 2, Type C to A cable, Read speed up to 800MB/s, 2m drop protection, 3-year warranty		Storage - External Hard Drive / SSD			576.71	728.18			634.38	801.00			NO	299	0	EOR	0.120	10.1	3.3	12.7	299	619659204853	619659204853	0619659204853	c4888	1	Minimum Order Quantity
SDSSDE61-1T00-G25	SanDisk	SDSSDE61-1T00-G25	SanDisk Portable SSD, E61 1TB, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y	SanDisk Portable SSD, E61 1TB, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y		Storage - External Hard Drive / SSD			424.41	535.45			466.85	589.00			NO	918	0	EOR	0.100	0	0	0	918	619659182557	619659182557	0619659182557	Y2314	1	Minimum Order Quantity
SDSSDE61-1T00-G25B	SanDisk	SDSSDE61-1T00-G25B	SanDisk Portable SSD, E61 1TB, Sky-Blue color, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y	SanDisk Portable SSD, E61 1TB, Sky-Blue color, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y		Storage - External Hard Drive / SSD			424.41	535.45			466.85	589.00			NO	0	0	EOR	0.110	0	0	0	0	619659204778	619659204778	0619659204778	c6721	1	Minimum Order Quantity
SDSSDE61-1T00-G25M	SanDisk	SDSSDE61-1T00-G25M	SanDisk Portable SSD, E61 1TB, Monterey color, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y	SanDisk Portable SSD, E61 1TB, Monterey color, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y		Storage - External Hard Drive / SSD			424.41	535.45			466.85	589.00			NO	0	0	EOR	0.150	0	0	0	0	619659205157	619659205157	0619659205157	c7465	1	Minimum Order Quantity
SDSSDE61-2T00-G25	SanDisk	SDSSDE61-2T00-G25	SanDisk Portable SSD, E61 2TB, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y	SanDisk Portable SSD, E61 2TB, USB 3.2 Gen 2, Type C & A compatible, R 1050MB/s, W 1000MB/s, IP65 , 256-bit AES hardware encp, 5Y		Storage - External Hard Drive / SSD			771.44	973.64			848.58	1071.00			NO	675	0	EOR	0.100	10.7	3.3	12.7	675	619659184674	619659184674	0619659184674	Y2315	1	Minimum Order Quantity
